ticker,name
049950,미래컴퍼니
207760,미스터블루
059090,미코
201490,미투온
475460,미트박스
452200,민테크
206640,바디텍메드
018700,바른손
035620,바른손이앤에이
053030,바이넥스
301300,바이브컴퍼니
064550,바이오니아
314930,바이오다인
489460,바이오비쥬
086820,바이오솔루션
038460,바이오스마트
251120,바이오에프디엔씨
199730,바이오인프라
086040,바이오톡스텍
188040,바이오포트
099430,바이오플러스
032980,바이온
308080,바이젠셀
043150,바텍
323990,박셀바이오
267790,배럴
046310,백금T&A
331520,밸로프
199480,뱅크웨어글로벌
438700,버넥트
066410,버킷스튜디오
382900,범한퓨얼셀
206400,베노티앤알
019010,베뉴지
177350,베셀
457600,벡트
424760,벨로크
250000,보라티알
310210,보로노이
006910,보성파워텍
0010F0,보원케미칼
226340,본느
008470,부스타
014470,부방
338220,뷰노
100120,뷰웍스
406820,뷰티스킨
099390,브레인즈컴퍼니
064480,브리지텍
365900,브이씨
089970,브이엠
251630,브이원텍
018290,브이티
478560,블랙야크아이앤씨
439580,블루엠텍
033560,블루콤
369370,블리츠웨이엔터테인먼트
126340,비나텍
121800,비덴트
082800,비보존 제약
318410,비비씨
419540,비스토스
146320,비씨엔씨
200780,비씨월드제약
413640,비아이매트릭스
141000,비아트론
083650,비에이치아이
139050,BF랩스
0068Y0,비엔케이제3호스팩
065170,비엘팜텍
086670,비엠티
230980,비유테크놀러지
126600,BGF에코머티리얼즈
488900,비츠로넥스텍
082920,비츠로셀
054220,비츠로시스
042370,비츠로테크
050090,비케이홀딩스
148780,비큐AI
307870,비투엔
377030,비트맥스
032850,비트컴퓨터
049470,비트플래닛
238200,비피도
093190,빅솔론
065450,빅텍
044480,빌리언스
069540,빛과전자
072950,빛샘전자
451250,삐아
143240,사람인
466410,사이냅소프트
223310,사토시홀딩스
452430,사피엔반도체
419120,산돌
122350,삼기
419050,삼기에너지솔루션즈
014970,삼륭물산
018310,삼목에스폼
012210,삼미금속
053700,삼보모터스
009620,삼보산업
023600,삼보판지
0044K0,삼성스팩10호
0071M0,삼성스팩11호
0096B0,삼성스팩12호
0115H0,삼성스팩13호
009300,삼아제약
482630,삼양엔씨켐
484590,삼양컴텍
036670,삼양케이씨아이
060310,3S
361670,삼영에스앤씨
054540,삼영엠텍
065570,삼영이엔씨
014950,삼익제약
032280,삼일
002290,삼일기업공사
037460,삼지전자
032750,삼진
0013V0,삼진식품
054090,삼진엘앤디
000250,삼천당제약
024950,삼천리자전거
038500,삼표시멘트
437730,삼현
017480,삼현철강
046390,삼화네트웍스
027580,상보
038540,상상인
091580,상신이디피
263810,상신전자
089980,상아프론테크
042940,상지건설
042600,새로닉스
107600,새빗켐
411080,샌즈랩
252990,샘씨엔에스
378800,샤페론
294630,서남
038070,서린바이오
006730,서부T&D
079650,서산
100660,서암기계공업
019770,서연탑메탈
043710,서울리거
092190,서울바이오시스
046890,서울반도체
063170,서울옥션
027040,서울전자통신
018680,서울제약
036120,서울평가정보
093920,서원인텍
189860,서전기전
178320,서진시스템
122690,서진오토모티브
140070,서플러스글로벌
011370,서한
065710,서호전기
035890,서희건설
357550,석경에이티
003100,선광
067370,선바이오
217620,선샤인푸드
171090,선익시스템
086710,선진뷰티사이언스
014620,성광벤드
037350,성도이엔지
458650,성우
081580,성우전자
045300,성우테크론
015750,성우하이텍
365340,성일하이텍
080470,성창오토텍
043260,성호전자
148150,세경하이테크
061090,세나테크놀로지
188260,세니젠
053060,세동
340440,세림B&G
017510,세명전기
490470,세미파이브
011560,세보엠이씨
396300,세아메카닉스
100700,세운메디칼
024830,세원물산
258830,세종메디칼
036630,세종텔레콤
039310,세중
067770,세진티에스
053450,세코닉스
252500,세화피앤씨
321370,센서뷰
347000,센코
331920,셀레믹스
352770,셀레스트라
471820,셀로맥스사이언스
049180,셀루메드
299660,셀리드
108860,셀바스AI
208370,셀바스헬스케어
318160,셀바이오휴먼텍
308430,셀비온
068760,셀트리온제약
068940,셀피글로벌
007720,소노스퀘어
290690,소룩스
950200,소마젠
032680,소프트센
258790,소프트캠프
066910,손오공
215090,솔디펜스
035610,솔본
357780,솔브레인
036830,솔브레인홀딩스
304100,솔트룩스
328380,솔트웨어
086980,쇼박스
050960,수산아이앤티
084180,수성웹툰
253840,수젠텍
067160,SOOP
298830,슈어소프트테크
236200,슈프리마
094840,슈프리마에이치큐
192440,슈피겐코리아
424960,스마트레이더시스템
099440,스맥
066590,스모트로닉
357880,SKAI
276040,스코넥
060240,스타코링크
115570,스타플렉스
078860,스테이지원엔터
330730,스톤브릿지벤처스
352090,스톰테크
253450,스튜디오드래곤
408900,스튜디오미르
415380,스튜디오삼익
013810,스페코
347700,스피어
049830,승일
020710,시공테크
033170,시그네틱스
048870,시너지이노베이션
025320,시노펙스
340810,시선AI
269620,시스웍
056090,시지메드텍
429270,시지트로닉스
418250,시큐레터
131090,시큐브
290520,신도기연
001000,신라섬유
025870,신라에스지
215600,신라젠
065350,신성델타테크
416180,신성에스티
162300,신스틸
002800,신신제약
472220,신영스팩10호
0091W0,신영스팩11호
017000,신원종합개발
012790,신일제약
138070,신진에스엠
226330,신테카바이오
452980,신한제11호스팩
474660,신한제12호스팩
474930,신한제13호스팩
487360,신한제14호스팩
487830,신한제15호스팩
496070,신한제16호스팩
0130D0,신한제17호스팩
0129K0,신한제18호스팩
056700,신화인터텍
187270,신화콘텍
095190,신화프리텍
243840,신흥에스이씨
257720,실리콘투
222800,심텍
036710,심텍홀딩스
444530,심플랫폼
234030,싸이닉솔루션
160980,싸이맥스
356890,싸이버원
217330,싸이토젠
208640,썸에이지
222420,쎄노텍
037760,쎄니트
081180,쎄크
099320,쎄트렉아이
049960,쎌바이오텍
088280,쏘닉스
050890,쏠리드
394800,쓰리빌리언
177900,쓰리에이로직스
475400,씨메스로보틱스
109670,씨싸이트
066790,씨씨에스
222080,씨아이에스
352480,씨앤씨인터내셔널
264660,씨앤지하이테크
352700,씨앤투스
056730,CNT85
458870,씨어스
065770,CS
297090,씨에스베어링
083660,CSA 코스믹
900120,씨엑스아이
359090,씨엔알리서치
115530,씨엔플러스
388210,씨엠티엑스
115480,씨유메디칼
376290,씨유테크
189330,씨이랩
311690,CJ 바이오사이언스
035760,CJ ENM
051500,CJ프레시웨이
096530,씨젠
083790,CG인바이츠
101240,씨큐브
060590,씨티씨바이오
260930,씨티케이
413630,씨피시스템
013990,아가방컴퍼니
123860,아나패스
025980,아난티
0015N0,아로마티카
125210,아모그린텍
052710,아모텍
074430,아미노로직스
092040,아미코젠
083930,아바코
149950,아바텍
036010,아비코전자
050860,아세아텍
136410,아셈스
246720,아스타
450950,아스테라시스
067390,아스트
159010,아스플로
127710,아시아경제
227610,아우딘퓨쳐스
331740,아우토크립트
143160,아이디스
054800,아이디스홀딩스
332370,아이디피
066430,아이로보틱스
339950,아이비김영
469750,아이비젼웍스
467930,IBKS제23호스팩
469480,IBKS제24호스팩
0099X0,IBKS제25호스팩
460470,아이빔테크놀로지
099190,아이센스
461300,아이스크림미디어
289010,아이스크림에듀
214430,아이쓰리시스템
040910,아이씨디
368600,아이씨에이치
456010,아이씨티케이
052860,아이앤씨
464500,아이언디바이스
095340,ISC
212710,아이에스티이
038880,아이에이
307180,아이엘
101390,아이엠
493280,아이엠바이오로직스
461030,아이엠비디엑스
052220,iMBC
451220,아이엠티
090150,아이윈
031310,아이즈비전
462980,아이지넷
185490,아이진
059100,아이컴포넌트
262840,아이퀘스트
175250,아이큐어
052460,아이크래프트
119830,아이텍
052770,아이톡시
124500,아이티센글로벌
010280,아이티센엔텍
232830,아이티센피엔에스
372800,아이티아이즈
084850,아이티엠반도체
309710,아이티켐
114840,아이패밀리에스씨
027360,아주IB투자
032080,아즈텍WB
013310,아진산업
059120,아진엑스텍
0007C0,아크릴
203690,아크솔루션스
158430,아톤
200350,아티스트스튜디오
321820,아티스트컴퍼니
001540,안국약품
053800,안랩
065660,안트로젠
297570,알로이스
260660,알리코제약
354320,알멕
361570,알비더블유
131370,알서포트
140670,알에스오토메이션
327260,RF머트리얼즈
096610,알에프세미
474610,RF시스템즈
218410,RFHIC
061040,알에프텍
148250,알엔투테크놀로지
123010,알엔티엑스
476830,알지노믹스
347860,알체라
196170,알테오젠
123750,알톤
459550,알트
085810,알티캐스트
043100,알파AI
117670,알파칩스
314140,알피바이오
291650,압타머사이언스
293780,압타바이오
310200,애니플러스
179530,애드바이오텍
397810,애드포러스
900100,애머릿지
0011A0,액스비스
052790,액토즈소프트
290740,액트로
238090,앤디포스
138360,앤로보틱스
092600,앤씨앤
129890,앱코
174900,앱클론
109960,앱토크롬
270520,앱튼
255440,야스
030960,양지사
102120,어보브반도체
238120,얼라인드
019990,에너토크
435570,에르코스
270660,에브리봇
038680,에스넷
217480,에스디생명공학
121890,에스디시스템
099220,SDN
304360,에스바이오메딕스
289080,SV인베스트먼트
389500,에스비비테크
019550,SBI인베스트먼트
042110,에스씨디
246960,SCL사이언스
065420,에스아이리소스
103230,에스앤더블류
260970,에스앤디
101490,에스앤에스텍
095910,에스에너지
275630,에스에스알
419530,SAMG엔터
031330,에스에이엠티
060540,에스에이티
056190,에스에프에이
036540,SFA반도체
0008Z0,에스엔시스
091340,S&K폴리텍
246250,에스엘에스바이오
063440,SM Life Design
460870,에스엠씨지
041510,에스엠
048550,SM C&C
464080,에스오에스랩
109610,에스와이
365330,에스와이스틸텍
306040,에스제이그룹
016250,SGC E&C
184230,SGA솔루션즈
040610,SG&G
255220,SG
398120,에스지헬스케어
472230,에스케이증권제11호스팩
473000,에스케이증권제12호스팩
473950,에스케이증권제13호스팩
475660,에스켐
096630,에스코넥
069510,에스텍
488280,에스투더블유
234300,에스트래픽
039440,에스티아이
098660,에스티오
052020,에스티큐브
237690,에스티팜
458350,에스팀
050760,에스폴리텍
288620,에스프리즘
443670,에스피소프트
317830,에스피시스템스
058610,에스피지
043340,에쎈테크
163280,에어레인
200710,에이디테크놀로지
475580,에이럭스
096690,에이루트
298380,에이비엘바이오
203400,에이비온
195990,에이비프로바이오
003800,에이스침대
088800,에이스테크
241840,에이스토리
364950,에이아이코리아
453860,에이에스텍
312610,에이에프더블류
172670,에이엘티
481070,에이유브랜즈
060900,에이전트AI
445090,에이직랜드
295310,에이치브이엠
297890,HB솔루션
440290,HB인베스트먼트
078150,HB테크놀러지
072990,에이치시티
225530,HC보광산업
060560,HC홈센타
036640,HRS
044990,에이치엔에스하이텍
028300,HLB
278650,HLB바이오스텝
067630,HLB생명과학
187420,HLB제넥스
047920,HLB제약
115450,HLB테라퓨틱스
046210,HLB파나진
196300,HLB펩
239610,에이치엘사이언스
036170,에이치엠넥스
462020,에이치엠씨제6호스팩
477340,에이치엠씨제7호스팩
148930,에이치와이티씨
376270,HEM파마
044780,에이치케이
195940,HK이노엔
403870,HPSP
357230,에이치피오
355690,에이텀
071670,에이테크솔루션
045660,에이텍
224110,에이텍모빌리티
021080,에이티넘인베스트
200470,에이팩트
262260,에이프로
397030,에이프릴바이오
265520,AP시스템
054620,APS
211270,AP위성
0009K0,에임드바이오
230240,에치에프알
159910,에코글로우
230360,에코마케팅
097780,에코볼트
038870,에코심플렉스
448280,에코아이
101360,에코앤드림
128540,에코캡
086520,에코프로
247540,에코프로비엠
383310,에코프로에이치엔
038110,에코플라스틱
073540,에프알텍
064850,에프앤가이드
214270,FSN
036810,에프에스티
173940,에프엔씨엔터
083500,에프엔에스테크
317530,에피소드컴퍼니
054940,엑사이엔씨
950130,엑세스바이오
373110,엑셀세라퓨틱스
205100,엑셈
356680,엑스게이트
070300,엑스큐어
317770,엑스페릭스
373200,엑스플러스
069920,엑시온그룹
092870,엑시콘
317870,엔바이오니아
067570,엔브이에이치코리아
0004V0,엔비알모션
236810,엔비티
333620,엔시스
101400,엔시트론
475230,엔알비
451700,엔에이치스팩29호
466910,엔에이치스팩30호
481890,엔에이치스팩31호
0054V0,엔에이치스팩32호
0130H0,엔에이치스팩33호
104200,NHN벅스
060250,NHN KCP
265740,엔에프씨
053290,NE능률
354200,엔젠바이오
455900,엔젤로보틱스
419080,엔젯
183490,엔지켐생명과학
182400,엔케이젠바이오텍코리아
348370,엔켐
069410,엔텔스
227950,엔투텍
291230,엔피
222160,NPX
048830,엔피케이
096870,엘디티
061970,LB세미콘
309960,LB인베스트먼트
290650,엘앤씨바이오
156100,엘앤케이바이오
0041J0,엘에스스팩1호
060370,LS마린솔루션
417200,LS머트리얼즈
078020,LS증권
322180,LS티라유텍
073110,엘엠에스
083310,엘오티베큠
037950,엘컴텍
225190,LK삼양
489500,엘케이켐
170920,엘티씨
476080,M83
058630,엠게임
226590,엠디바이스
058970,엠로
373170,엠아이큐브솔루션
179290,엠아이텍
009780,엠에스씨
123040,엠에스오토텍
432980,엠에프씨
007820,엠엑스로보틱스
347890,엠엑스온
413390,엠오티
032790,엠젠솔루션
033160,엠케이전자
033310,엠투엔
259630,엠플러스
105550,엣지파운드리
060850,영림원소프트랩
143540,영우디에스피
265560,영화테크
036000,예림당
250930,예선테크
053280,예스24
122640,예스티
476040,오가노이드사이언스
900300,오가닉티코스메틱
045060,오공
192410,오늘이엔엠
080520,오디텍
039830,오로라
322310,오로스테크놀로지
046120,오르비텍
475830,오름테라퓨틱
014940,오리엔탈정공
065500,오리엔트정공
010470,오리콤
417860,오브젠
352910,오비고
053980,오상자이엘
036220,오상헬스케어
052420,오성첨단소재
052300,오션인더블유
039200,오스코텍
031510,오스템
342870,오아
368970,오에스피
138080,오이솔루션
080580,오킨스전자
067170,오텍
353590,오토앤
173130,오파스넷
049480,오픈베이스
394280,오픈엣지테크놀로지
476060,온코닉테라퓨틱스
382150,온코크로스
244460,올리패스
226950,올릭스
057540,옴니시스템
131030,옵투스제약
082210,옵트론텍
109080,옵티시스
380540,옵티코어
153710,옵티팜
051390,YW
432430,와이랩
338840,와이바이오로직스
057030,YBM넷
122990,와이솔
232140,와이씨
112290,와이씨켐
065530,와이어블
067900,와이엔텍
007530,와이엠
155650,와이엠씨
273640,와이엠텍
251370,와이엠티
209640,와이제이링크
096250,와이즈넛
273060,와이즈버즈
019210,와이지-원
122870,와이지엔터테인먼트
040300,YTN
079000,와토스코리아
032820,우리기술
041190,우리기술투자
115440,우리넷
046970,우리로
082850,우리바이오
215360,우리산업
072470,우리산업홀딩스
073560,우리손에프앤지
037400,우리엔터프라이즈
153490,우리이앤엘하루틴
101170,우림피티에스
103840,우양
101970,우양에이치씨
046940,우원개발
215380,우정바이오
065680,우주일렉트로
018620,우진비앤지
457550,우진엔텍
396470,워트
307280,원바이오젠
032940,원익
104830,원익머트리얼즈
240810,원익IPS
014190,원익큐브
074600,원익QnC
217820,원익피앤이
030530,원익홀딩스
012620,원일특강
136150,원일티엔아이
382840,원준
336570,원텍
376980,원티드랩
008370,원풍
008290,원풍물산
101160,월덱스
336060,웨이버스
095270,웨이브일렉트로
289930,웨이비스
065950,웰크론
076080,웰크론한텍
043590,웰킵스하이텍
196700,웹스
069080,웹젠
053580,웹케시
479960,위너스일렉
044340,위닉스
330350,위더스제약
348350,위드텍
112040,위메이드
101730,위메이드맥스
123420,위메이드플레이
065370,위세아이텍
038620,위즈코프
299900,위지윅스튜디오
036090,위지트
459100,위츠
136540,윈스테크넷
097800,윈팩
192390,윈하이텍
335870,윙스풋
900340,윙입푸드
036200,유니셈
018000,유니슨
203450,유니온바이오메트릭스
011320,유니크
086390,유니테스트
241690,유니테크노
142210,유니트론텍
389680,유디엠텍
088340,유라클
048430,유라테크
206650,유바이오로직스
089850,유비벨록스
084440,유비온
264450,유비쿼스
078070,유비쿼스홀딩스
024800,유성티엔에스
054930,유신
069330,유아이디
049520,유아이엘
473050,유안타제15호스팩
474490,유안타제16호스팩
493790,유안타제17호스팩
263770,유에스티
388720,유일로보틱스
340930,유일에너테크
023410,유진기업
468760,유진스팩10호
488060,유진스팩11호
0105P0,유진스팩12호
056080,유진로봇
084370,유진테크
240600,유진테크놀로지
179900,유티아이
263050,유틸렉스
191410,육일씨엔에쓰
372170,윤성에프앤씨
146060,율촌
039020,이건홀딩스
067920,이글루
044960,이글벳
303530,이노뎁
302430,이노메트리
462350,이노스페이스
274400,이노시뮬레이션
296640,이노에이엑스
215790,이노인스트루먼트
344860,이노진
333050,이노테나
469610,이노테크
088390,이녹스
272290,이녹스첨단소재
053350,이니텍
452400,이닉스
264850,이랜시스
054210,이랜텍
009730,이렘
065440,이루온
424870,이뮨온시아
115610,이미지스
478110,이베스트스팩6호
131400,이브이첨단소재
351330,이삭엔지니어링
080010,이상네트웍스
086890,이수앱지스
047560,이스트소프트
900110,이스트아시아홀딩스
239340,이스트에이드
067010,이씨에스
418620,E8
456070,이엔셀
102710,이엔에프테크놀로지
041520,이엘씨
063760,이엘피
123570,이엠넷
083470,이엠앤아이
091120,이엠텍
039030,이오테크닉스
294090,이오플로우
245620,EDGC
088290,이원컴포텍
037370,EG
353810,이지바이오
261520,이지스
099750,이지케어텍
377330,이지트로닉스
035810,이지홀딩스
092130,이크레더블
134060,이퓨쳐
001840,이화공영
041830,인바디
352940,인바이오
079950,인베니아
0007J0,인벤테라
389470,인벤티지랩
277410,인산가
060150,인선이엔티
033230,인성정보
450520,인스웨이브
465480,인스피언
037330,인지디스플레
100030,인지소프트
211050,인카금융서비스
083640,인콘
064090,인크레더블버즈
216050,인크로스
049070,인탑스
119610,인터로조
017250,인터엠
051370,인터플렉스
064290,인텍플러스
189300,인텔리안테크
287840,인투셀
048530,인트론바이오
070590,인티큐브
115310,인포바인
039290,인포뱅크
071200,인피니트헬스케어
101930,인화정공
333430,일승
068330,일신바이오
178780,일월지엠엘
019540,일지테크
094820,일진파워
950140,잉글우드랩
049550,잉크테크
389020,자람테크놀로지
254120,자비스
043910,자연과환경
234920,자이글
289220,자이언트스텝
049630,재영솔루텍
417840,저스템
110020,전진바이오팜
208140,정다운
040420,정상제이엘에스
045510,정원엔시스
217190,제너셈
095700,제넥신
122310,제노레이
361390,제노코
225220,제놀루션
123330,제닉
381620,제닉스로보틱스
159580,제로투세븐
147830,제룡산업
033100,제룡전기
079370,제우스
067290,JW신약
054950,제이브이엠
090470,제이스로보틱스
023440,제이스코홀딩스
137950,제이씨케미칼
033320,제이씨현시스템
417500,제이아이테크
204270,제이앤티씨
127120,제이에스링크
026040,제이에스티나
452160,제이엔비
126880,제이엔케이글로벌
322510,제이엘케이
033050,제이엠아이
094970,제이엠티
418550,제이오
035900,JYP Ent.
060230,제이케이시냅스
420570,제이투케이바이오
089790,제이티
950170,JTC
0010V0,제이피아이헬스케어
412540,제일엠앤에스
199820,제일일렉트릭
038010,제일테크노스
080220,제주반도체
216080,제테마
337930,젝시믹스
229000,젠큐릭스
082270,젬백스
034940,조아제약
067000,조이시티
309930,조이웍스앤코
033340,좋은사람들
036930,주성엔지니어링
357580,아모센스
226400,오스테오닉
440320,오픈놀
348080,큐라티스
072020,중앙백신
000440,중앙에너비스
051980,중앙첨단소재
221800,지구홀딩스
228760,지노믹트리
314130,지놈앤컴퍼니
389030,지니너스
263860,지니언스
303030,지니틱스
208350,지란지교시큐리티
446840,지슨
144510,지씨셀
340450,지씨지놈
306620,지아이에스
358570,지아이이노베이션
382480,지아이텍
382800,지앤비에스 에코
051160,지어소프트
053050,지에스이
130500,GH신소재
388610,지에프씨생명과학
493330,지에프아이
119850,지엔씨에너지
065060,지엔코
204840,지엘팜텍
311320,지오엘리먼트
456160,지투지바이오
388050,지투파워
018120,진로발효
109820,진매트릭스
086060,진바이오텍
036890,진성티이씨
363250,진시스템
007370,진양제약
285800,진영
085660,차바이오텍
261780,차백신연구소
900250,크리스탈신소재
351870,차이커뮤니케이션
094850,참좋은여행
004650,창해에탄올
0011T0,채비
278280,천보
362320,청담글로벌
066360,체리부로
047820,초록뱀미디어
094360,칩스앤미디어
0082N0,카나프테라퓨틱스
016920,카스
284620,카이노스메드
293490,카카오게임즈
140430,카티스
042000,카페24
313760,캐리
071850,캐스텍코리아
198080,캐프
210120,캔버스엔
050110,캠시스
452300,캡스톤파트너스
451760,컨텍
900310,컬러레이
078340,컴투스
063080,컴투스홀딩스
307930,컴퍼니케이
079190,케스피온
263700,케어랩스
214370,케어젠
221980,케이디켐
038530,케이바이오랩스
024840,KBI메탈
464680,KB제27호스팩
478390,KB제29호스팩
